,tweets,label
623,what if i just kms lol,2
624,sexual performance anxiety leads to a cycle of troubles  you might become so anxious about sex that you can t perform well,0
625,guess this may just be my place to vent and let out my frustrations   overitall  noonewilleverknow  anxiety  depression  autoimmunedisease,1
626,Im so tired of paying so much for therapy and still wanting to kms lmfao,2
627,sometimes calm isnt enough  i need peace  i need tranquil  i need a hot bath  lavender oil and some melatonin,0
628,i wasn t born with this chronic illness and pain  it came from traumatic  brain injury,1
629,im going to kms after this,2
630,[redacted] is seeking aged care homes for its befriending research project addressing  loneliness   depression and anxiety,0
631,anyone else suffering from deadlines  induced  anxiety    sleepaway,1
632,its always my fault lmao i should just disassociate or kms,2
633,easy steps on how to overcome anxiety the [redacted] way step  make a list step  realize it sucks step  cry,0
634,im a mom with  depression and getting help feels impossible  anxiety,1
635,yeah i am gonna kms over some fucking numbers what about it,2
636,a big thank you to for assisting us in disseminating this much needed information regarding mental health,0
637,[redacted]  the chaos ive had in my mind is more terrifying than the riot at the [redacted],1
638,I'm gonna kms,2
639,online therapist for the treatment of  agoraphobia  online therapy sessions available via skype  get the help you need,0
640,after a few days off im back to work tomorrow  whilst i love my job i get terrible anxiety on my return after a few months,1
641,I think I would kms If I would not have picked up art,2
642,if youre looking for online support groups for the lgbtq   community  safe spaces for women w   anxiety  depression,0
643,this is so true  be it professionals or strangers  its well meaning but unhelpful   fasd  anxiety  cysticfibrosis,1
644,i will kms,2
645,didyouknow  almost one in three adolescents will experience an  anxiety disorder  thankfully  anxiety disorders are curable,0
646,i came across this infographic and it got me thinking  how often do we talk about our resentments in complex trauma,1
647,i still dont know why i got s worded i'm gonna kms,2
648,online mindfulness therapy for overcoming  insomnia and sleep anxiety  visit,0
649,its the worst feeling when your parent calls you at five am,1
650,im fr gonna kms. I cant do this anymore. Failing half my classes and we got finals in weeks. Yea..,2
651,your monday morning dance track to get you off to a happy start   expatlife,0
652,do you ever struggle with anxiety  so many of us are feeling more anxious and circumstances can feel beyond our comprehension,1
653,why eat if kms anyway,2
654,online mindfulness based stress management  learn how to manage stress by managing your thoughts and conditioned,0
655,me  today is going to be a good day  my brain      let me just take you back to the time years ago when    me  f,1
656,I would kms,2
657,signs of anxiety attack and how to relieve them via  anxiety,0
658,sometimes i deal with so much  anxiety and i am unable to do anything but focusing on calming myself via deep breathing,1
659,tfw i wanna kms,2
660,genetic basis links prescription  opioid use to risk for major depressive disorder   anxiety and stress related dis,0
661,i used to catastrophize everything  i dont do that anymore  it must mean im dying   anxiety  joke  imokreally,1
662,"my biggest problem is overthinking everything, someday its gonna get me killed",2
663,rest  you have the freedom to be still  even in a world that keeps moving   anxiety  mentalhealth,0
664,i ve been struggling with  sleep  reversed days and nights   insomnia  so i m way behind on a project i ve been working on  i hate this,1
665,the worst sadness is the sadness you've taught yourself to hide.,2
666,our anxiety does not come from thinking about the future  but from wanting to control it   anxiety,0
667,depression and  anxiety can suck an elf  ugh i hate having to deal with  mentalillness i just want to be able to live happily,1
668,i cannot make you understand. i cannot make anyone understand what is happening inside me. i cannot even explain it to myself.,2
669,while an  eap is a great resource to help employees deal with  mentalhealth  concerns like  depression or  anxiety still need to be addressed,0
670,a different kind of breaking news on dealing with  anxiety  the chaos i ve had in my mind is more terrible than usual,1
671,i don't think anyone really understands how tiring it is to act okay and always be the 'strong' one when in reality im breaking inside,2
672,everyone needs a laugh  but i gotta poop and calm my  anxiety down,0
673,i said the phrase  surfing on the internet to my practically prepubescent therapist earlier this week and it has been hilarious,1
674,"The worst feeling is when something is killing you inside, and you have to act like you don't care.",2
675,is  anxiety taking over your life  learn  acupressure points linked here   selfcare,0
676,what goes through minds of depressed people  you feel loneliness like you ll never find the right spark of happines,1
677,"when im hurt, i shut down, i turn into a total bitch i shut off my emotions i act differently towards everything and everyone and i hate it",2
678,briefly know who is the psychology counselor and why you should visit them   humanbehavior  personalitygrowth,0
679,they speak of depression like it s a joke,1
680,"over-thinking ruins you. ruins the situation, twists things around, makes you worry and just makes me hate everyone and suspect everyone so much",2
681,you are not alone  you are loved  you are exceptional and unique  there is help,0
682,people experience certain situations that may increase their levels of  anxiety  in contrast  there may be periods where there is no anxiety  just kidding,1
683,i'm disappointed in myself.. because i know i'm better than the choices i keep making and the things i choose to deal with.,2
684,"""hands of time"" is a piece i wrote about  anxiety and my  chronicpain  it can be scary  and i think the thoughts are well put together",0
685,this poem was inspired by the one from  [redacted]  where she said that  anxiety feels like you re hanging off the ceiling,1
686,I've not been okay and i'm really nervous because i start cognitive behaviour therapy today.,2
687,my main goal is to be happy again  hurting  depression  anxiety  panicattack  selflove,0
688,that moment when people you love make you feel so incompetent      anxiety  depression  rumination,1
689,"Yeah I always struggle at this time of year, knowing all my family will be together and there's me who hates them all",2
690,diabetes patients should always be screened for  depression  alcohol misuse   anxiety  other  mentaldisorder,0
691,a double tonight  going to mix up our  cbd oil with the  sleep product because it s been a long week  my mind is racing,1
692,"Depression isn't a CHOICE! becaming more educated might help in your thinking, you think I want fucking depression no I fucking don’t ",2
693,talk to a [redacted] therapist online via skype for help recovering from  anxiety   depression using  mindfulness,0
694," depression is heck of an enemy  depression feels like being ""under water"" for long periods of time   ",1
695,"Everything is difficult when you're in a dark depression, just want to end this pain",2
696,for everybody who needs this reminder this weekend  focus on the things you can control and choose to let go of the things you can t,0
697,anxiety has no business popping up where it doesn t belong  life  anxiety,1
698,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up.",2
699,online treatment for  anxiety  contact me to learn more about online mindfulness therapy for the treatment of anxiety,0
700,it s amazing how mental illnesses can cripple you and make you or break you in public  what an embarrassing situation,1
701,"yep me too, that's why I don't tweet much any more",2
702,some report physiological symptoms of  anxiety  including heart palpitations  sweating  dizziness  faintness and shaking,0
703,the  anxiety pills must be working  this time only meltdowns during the day when  lockdown was announced and today has been no different  annoying,1
704,i'm sick of making things worse i'm sick of being hurt i'm sick of crying myself to sleep im sick of hating every second of my life,2
705,our own family doctor echoes the experiences of doctors in this report   more and more children presenting for help with anxiety,0
706,some of yall be posting hella sad stuff and then out of nowhere i found out yall got a bf  girl pick a struggle,1
707,"Living with depression and anxiety no motivation to leave your bed dreading leaving your house not being able to talk, basically that’s my life everyday",2
708,learn more about how mindfulness based skype therapy sessions can help you overcome  anxiety   depression email me,0
709,i was going through a hard time last month   anxiety is an absolute bitch,1
710,Sorry for being so fucked up. Sorry for being such a failure. Sorry for being a disgrace. Sorry for being me.,2
711,reducing  anxiety in your life can benefit from unplugging   inspiration  mental health  reflection,0
712,when you are bulimic and you have to lie that u r gluten intolerant  so they d stop offering u food   mentalhealth,1
713,"do you ever write a really long message and about halfway through you're like ""you know what, they don't even care"" and end up deleting it.",2
714,reframe  anxiety as  excitement to conquer imposter syndrome,0
715,i cannot believe the youtube comments section  got me all  depressed,1
716,when you're severely depressed even something as taking a shower because that seems to much pressure and work,2
717,build self esteem  self confidence through mindfulness therapyonline  see,0
718,but if you can t even extend empathy to people  just like you   well  we really are screwed  aren t we   empathy,1
719,at times it feels it's never going to ease up.,2
720,tips for your  child on how to  manage  stress when it comes to  school   mentalhealth  health  healthyhabits,0
721,it s hard enough for many of you to extend empathy to people very different to yourselves  it can be mentally taxing to the say the least,1
722,"you hide when you cry because you want to be seen as a strong person, at the same time though, you hate how nobody gives a shit about you",2
723,a lengthier review of my wife s  fairytale for  christians struggling with  loneliness and depression,0
724,why did juice have to leave  he said he wouldnt after peep       anxiety  intodeep  drowning  inhale  exhale,1
725,so sick of going through the same shit over and over again.,2
726,next time you need a reminder of why highly sensitive people are so awesome  check out benefits of being highly sensitive,0
727,i clean my own cuts and band aid them myself so no one has to  but sometimes it leaves a scar  depression  anxiety,1
728,please don't expect me to always be good and kind and loving there are times when i'll be cold and thoughtless and really hard to understand,2
729,as a kid [redacted] founder and president of  [redacted] had painted these by hand  with his anxiety and anger,0
730,i dont operate outside of my circle  treat all new people like a threat  anxiety  ptsd,1
731,"i don't think people really understand just how stressful it is to explain what's on your mind, when you don't even understand it yourself.",2
732,fitness hobbies that help reduce anxiety and depression      fitness  hobbies,0
733,i m extremely stressed and worried that i m not going to have what i need for bills  things seem to be falling apart,1
734,im scared to get close to people because i think they will eventually walk out of my life no matter how close we are because everyone leaves,2
735,back in lockdown here in auckland  for those who are struggling through this pandemic  i share the most powerful to,0
736,why do so many politicians support the hate from scapegoats like [redacted] and [redacted]  they need them,1
737,"i think i'm afraid to be happy because whenever i get too happy, something bad always happens.",2
738,ad affiliate if you have anxiety and or struggle to sleep then you might find cbd useful  if you are interested i,0
739,reframe  anxiety as  excitement to conquer imposter syndrome,1
740,"you called me a friend..., that warmed my heart as you've become such a supportive and caring friend then you go ahead and break my trust and break me, how do I live now",2
741,overcome driving  anxiety through online mindfulness therapy via skype  most people see significant results,0
742,my  anxiety and  ocd want me to be an organized person but my  depression saps any energy or motivation i may have to make it happen,1
743,"back to watching simply complicated. now i know where ""stay strong"" comes from",2
744,excellent ways to invest in yourself  exercising and making meaningful friendships,0
745,parenting is tougher than ever with remote learning  shit is stressful  parents  teachers and most of all  kids are anxious,1
746,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems.",2
747,pm est reminder  you are ok  you are safe  don t panic   anxiety  calm  panic,0
748,should i nourish this  or let it go  can you part ways with the things in your life that are causing you stress,1
749,being house bound because of my social anxiety.. makes my depression worse.,2
750,relaxing meditation music     calming music  sleep music  stress relie    via,0
751,crap  now i m logging off work on friday  just to log onto  cablenews  simply trading one  anxiety for another  cool cool cool,1
752,i already know im not good enough.,2
753,overcoming  panic attacks  generalized  anxiety and  phobias can seem daunting   thestressclinic,0
754,seriously though mental health matters    i deal with me every day    mentalhealth  depression  anxiety,1
755,"i'm not the same anymore. i'll admit it, a lot of shit got to me.",2
756,online mindfulness based psychotherapy for  anxiety   depression  schedule a session via skype  go to,0
757,i am not sure if it is the the weather  the fact that i might be ill with something more sinister  tests to follow  scares me,1
758,social anxiety sucks. you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,2
759,feeling cramped  create more space with a free simple meditation practice instant download,0
760,this is what it feels like to be a highly creative  type a  get shit done  compulsive self critic in a chaotic environment,1
761,i say sorry a lot because i secretly feel that everything is my fault.,2
762,"this is a great response when someone says ""i am struggling with depression "" telling people to think positive  be",0
763,millennials approaching approcahed their s with  anxiety  great taste in  music and a competitive tolerance for  alcohol,1
764,"it sucks, doesn't it? feeling like you're not good enough, no matter how hard you try.",2
765,"a trigger can be anything that sets off your personal ""red alert "" learn more about what are common  anxiety triggers",0
766,i havent been on facebook all week and i have message notifications and a plus sign next to the notification number  this feels stressful,1
767,"depression isn't always sadness, it can also be emptiness, anger, tiredness or loneliness. sometimes a cry for help isn't so visible.., someone please find us , save us",2
768,stressed  upset  overwhelmed  get calm and centered with easy tft  tap the points below       times each,0
769,so i did something i have never done before  i just called in sick for my job  not because of a physical illness but because of my depression,1
770,"do you ever feel physically sick because you know you're not good enough for anyone and can't do anything right, no matter how hard you try.",2
771,click  read  im  not  fine   anxiety  depression  numb  onthefly,0
772,struggling to cope with stress  anxiety  low mood during these uncertain times  sucks,1
773,i wish someone was afraid to lose me i'm always scared of losing people that i love but i doubt anyone would fight to keep me in their life.,2
774,healthlogic  sciencereality  depression is known to increase incidence and mortality with cardiovascular  cancer,0
775,mental health has literally been pushed to the limits today  anxiety  mentalhealth,1
776,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",2
777,how do i explain this feeling  you dont  you develop techniques  tools that help you to manage  get through,0
778,does anyone else s anxiety attacks leave them drained for days after  my personal hygiene goes out the window  it is horrible,1
779,"sometimes i'm disappointed in myself, because i know i'm better than the choices i make and the things i choose to deal with.",2
780,your soothing image of the day  if this calls out to you   use this image for today s meditation  photographer,0
781,growing up with depression really fucked me up   mentalhealthawareness  mentalhealth  mentalhealthmatters,1
782,"you can only be so strong for so long until you reach a point where you break physically, mentally, emotional.",2
783,smile doesnt mean someone is happy  it sometimes means that they are strong to face their problems   quotes  depression  anxiety  folllowme,0
784,"i feel like a burden when he says that ""with how much i spent it better say i love you ""  depression  mentalhealth  anxiety  drowning",1
785,"my biggest mistake ever is thinking that people care for me as much as i do for them, but in reality it's almost always one sided.",2
786,parents  anxiety  depression  ptsd  ocd  addictionrecovery  adhd  add   bipolar   bpd  selfhelp    repetitive traits,0
787,not being able to sleep because my overthinking is giving me anxiety  but i m hella tired after this week and you know what that means,1
788,when i die dont go to my grave and sit there telling me how much you love and miss me those are the things i needed to hear when i was alive,2
789,overcome driving anxiety online via skype  contact me to get started visit  to learn more,0
790,i am now a drug addict  well almost  all thanks to my  depression,1
791,"i truly feel like everything i say or do is always wrong, like i'm a total disappointment to everyone, and all i ever do is let people down.",2
792,"a very helpful read to learn how to overcome fear  grab a copy of ""slaying your fear giants"" now   anxiety  fear",0
793,i don t feel like making friends anymore  is this depression,1
794,"i overthink a lot, i'm sensitive and clingy but i really do try my hardest to be good enough so i'm sorry if that's not enough.",2
795,selflove journey  dont rush it  just let it flow with focus on you   selflove  mentalhealthmatters,0
796,this is chaos  why must everyday be such a pain  piece of crap,1
797,"do you ever just sit there and realize that you mean nothing to anyone and you start feeling lost, alone, and unloved, and truly unwanted.",2
798,yup  i went there  the romance of renovation shows   romance  renovation  hgtv  anxiety  covid    pandemictv,0
799,i love it when the sleep paralysis hits  so here we go again being afraid to sleep   loveit  anxiety,1
800,"being sad for no reason is worse than being sad for a reason, because there's absolutely nothing you can do to make yourself feel better.",2
801,parents  anxiety  depression  ptsd  ocd  addictionrecovery  adhd  add   bipolar   bpd  selfhelp    yeah  we need to talk,0
802,i want to delete after every post  anxiety,1
803,i prefer to distance myself whenever im mad because i turn into the most heartless person you'll ever meet and you're going hate me for that,2
804,can t sleep  anxious   podcast sponsor can help start your free night trial today  reduce  stress anxiety,0
805,i went into a store today for the first time in months  i failed that covid anxiety test  i think i ll wait at leeast   weeks before i step out again,1
806,"every single time i put myself back together again, i watch myself fall apart once again and every single time is worse than the time before",2
807,parents  i ve shared some areas to  payattention to when it comes to  teens  experiencing  depression during this pandmeic,0
808,as the holiday approaches  many are experiencing  anxiety  depression is a looming threat,1
809,"i'm sorry for being annoying when i want to talk.. needy cause i miss you, emotional when i care and insecure because i'm afraid to lose you",2
810,when anxious  our most basic strategy is to run psychology today  anxiety  fear,0
811,how dare you belittle someone with anixety,1
812,"""why are you sad?"" ""i don't know"" ""no reason?"" ""oh no there are plenty of reasons, i'm just not really sure which one it is this time""",2
813,therapy over skype for  anxiety   depression  contact me through my website  see,0
814,today is a day  im just annoyed with everyone and everything  lol  anxiety,1
815,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,2
816,hi  does anyone have recommendations for books resources on mindfulness,0
817,wouldn t be me editing without a few technical issues   but despite high levels of  anxiety i got so much done,1
818,"she might be laughing but deep inside she's hurting, she's trying to get her mind off things that make her upset by pretending to be fine.",2
819,"""do not feed your anxieties with your attention  but starve them to death with your determination ""  [redacted]  anxiety  innerpeace",0
820,has anyone ever had a panic attack and still been shaky and foggy brained two days later  this panic attack kicked in and left me in such a state,1
821,GrowingUpWithAnxiety i literally notice the smallest of changes in how people treat me and i overthink into thinking everyone hates me.,2
822,[redacted] career advice from overcoming video call anxiety to fears of changing job   the sun,0
823,i m just little bit sleepy  i do not want to face my problems today  i can t escape from it either  headache  anxiety,1
824,GrowingUpWithAnxiety you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,2
825,our new  full program of online streaming meditation classes starts this week  live from [redacted] centre   follow this account,0
826,went to the gym by myself and now im eating dinner by myself  thats a big deal for me   anxiety,1
827," GrowingUpWithAnxiety people thinking you're rude, or always in a bad mood.",2
828,amazing description of suffering with depression massive respect to dmo for wording it so well  depression,0
829,anxiety is a bitch   anxiety  mentalillness  mentalhealthawareness,1
830,"it's easier just to say ""im fine"" when somebody asks if you are okay. because sometimes it's not possible to explain why you aren't.",2
831,how have you been feeling lately  if you ve been struggling with your mood  stress   anxiety or sleep,0
832,the  pandemic brought  depression and  anxiety,1
833,"""oh ok"" actually means my heart just got ripped into a million pieces but i won't tell you because you wouldnt care how i feel anyway.",2
834,short  powerful video to help you begin anxiety recovery  mentalhealth  mentalhealthawareness  anxiety,0
835,severe  anxiety can suck the joy right out of your life,1
836,"i never really know where i stand in some people's life... one minute they treat me like i'm something special, then nothing the next.",2
837,measuring the  emotional  impact of  covid   on the u s  population  mentalhealth,0
838,stressed  anxious  depressed  excited  trying to balance it all and still be a functioning adult   mentalhealth  anxiety  coping,1
839,the worst feeling is when you find out you didn't mean as much to someone as you thought you did and you look so stupid for caring too much.,2
840,what is your coping mechanism   mentalhealth  anxiety  adhd  autism  sharewithme,0
841,even though i m still learning to do youtube and therefore i suck  my latest video is worse than usual  i was having a tough week,1
842,every night i think about all the mistakes ive made and how much i regret making those decisions because my life could have been different.,2
843,happy valentine s day  if you are feeling alone today  you don t have to  just reach out  learn more here,0
844,my wicked stepmother   an abusive childhood  family racism  video   stepmum,1
845,"the worst type of crying is at night, when everyone's asleep and you have to control it with your hand over your mouth to not make a sound.",2
846,here are some flowers to brighten your day  remember to be kind to others and love yourself always   mentalhealth,0
847,feeling overwhelmed with this whole job search thing  anxiety  stressed  overwhelmed,1
848,"sometimes it's better to keep silent than to tell others how you feel because it hurts knowing they can hear you, but not understand you.",2
849,you are loved  as you are  you are and have always been enough   [redacted]  selfcare  youareloved  iamenough,0
850,hate evenings the day just becomes too much trying to balance everything for it all to come crashing down  read,1
851,i hate getting flashbacks from things you don't want to remember. it feels like your heart suddenly drops and anxiety starts taking you over,2
852,don t live for yourself a life that you ll never save  everybody s stressed  don t let it carry you to your grave,0
853,yes   for your well being   all that crap causes  anxiety   and your cousin hasnt got sense god have some mercy,1
854,"i'm sorry i have trust issues, but when you give someone everything and they toss it away like nothing, something inside of you breaks.",2
855,dont lock yourself out of your head playing senseless mind games no one will open up to   trending  quotes,0
856,anxiety disorders are a real pain,1
857,"i need someone who will understand how unstable i am, sometimes being alone can be dangerous for me but other times its exactly what i need.",2
858,how much does stigma prevent people from seeking help for mental issues,0
859,you know when you re at the eye doctor and anticipating the puff of air from the pressure test  that s how i feel all the time   anxiety,1
860,"my only relief is to sleep, when i'm sleeping, i'm not sad, i'm not angry, i'm not scared, i'm not hurting, i'm not lonely. i'm just nothing",2
861,end panic  you can have a future free of  panic   anxiety  claustrophobia  mentalhealth,0
862,have you experienced anxiety or a panic attack it can be crippling,1
863,"i hate this feeling like i'm here, but i'm not.like someone cares but they don't. it's like i belong somewhere anywhere but here.",2
864,speak to a therapist online via skype for help with  anxiety or  depression  contact me to schedule a skype therapy,0
865,so much more to depression than being sad   mentalhealth  depression  anxiety  panicattack  mentalhealthawareness,1
866,have you ever wanted to cry but no tears came out so you just stare blankly into space while feeling your heart breaks into a million pieces,2
867,what is social anxiety disorder  do you feel fear in social situations  check out this article to discover some things about social anxiety,0
868,i hate the shit town i live in  the only place to get my dogs teeth cleaned are at the vet which is a very expensive place,1
869,"i feel myself changing. i don't laugh the same anymore, i don't smile the same, or talk the same. i'm just so tired and mentally exhausted.",2
870,happy valentine s day  self love is your superpower  be so in love with you that your true love finds you,0
871,anxiety made me fear everything around me   mentalhealthmatters  coping,1
872,"pain changes people, it makes them trust less, overthink more, and shut people out",2
873,self love can help you nourish daily through healthy activities  like sound nutrition  exercise  proper sleep,0
874,the loneliness of an interrupted adolescence  covid  coping   depression   anxiety,1
875,"nothing hurts more then being ignored, replaced, forgotten, lied to.",2
876,dont neglect your mental health during this pandemic   suicideprevention  mentalhealth  depression,0
877,just a reminder for anyone who needs to know   mentalhealth problems are not  just   depression and  anxiety but a lot more,1
878,you think youre doing okay and then suddenly its a nighttime and youre alone and youre not really sure how to distract yourself anymore.,2
879,happy valentine s day everyone  remember  today is about love  not couples   love  valentinesday  usintherapy,0
880,off season of football gives me  anxiety  nfl  ninernation    ers,1
881,all the things i did wrong: 0. i relied on someone for my happiness. 1. i love people more than i love myself. 2. i never asked for help.,2
882,almost   of students in grades     reported feelings of anxiety  and around   reported feelings of depression   covid    anxiety,0
883,panic disorder is really anxiety about anxiety itself  it is the absolute worst,1
884,we hide behind a fake smile to mask the pain but sometimes we wish someone would look closely enough and see how broken we really are inside,2
885,anxiety pushback are you suffering from an anxiety hangover  a steady intake of worry chased with uncertainty left,0
886,have you been mean to someone today  i wish people were nicer to each other  i want to make some changes in my life,1
887,"typing 'haha' when you can't even smile, acting like you're happy when all you want to do is cry, tell everyone you're okay when you're not",2
888,parents  anxiety  depression  ptsd  ocd  addictionrecovery  bpd  bipolar  adhd  add  selfhelp,0
889,please dont go asking me why i hate myself  i have reasons and i dont feel comfortable sharing them  mentalhealth,1
890,do you ever feel the need to ask someone if they actually still want you in their life because it always feels like they don't really care.,2
891,online therapy for  anxiety  depression via skype  contact me if you would you like to schedule a session  go to,0
892,pm  this has been an awful day and it is still not over     work  wfh  stress  anxiety,1
893,"you smile, but all you want is to cry. you talk, but you really just want to be quiet. you pretend like you're happy, but you really aren't.",2
894,show love today invest in their mental health  mentalhealth  valentinesday  mentalhealthawareness,0
895,there is far more panic than there is disco  i want a refund   [redacted]  dissociativeidentitydisorder  anxietythoughts  dissociatwt  anxiety,1
896,"that worthless feeling where you should just lock yourself in a dark room, because everything you do or say just seems to piss people off.",2
897,i needed this message today  god thank you for being with me during this season,0
898,i hate texting people when theyre in the chat like tf go away ur giving me anxiety,1
899,"she's scared to get to close to anyone anymore, because everyone who promised her they would stay, turned their back on her and walked away.",2
900,if you are experiencing  anxiety or other  mentalhealth issues  there are resources and help for you  you re not alone,0
901,sigh  another day where i should be focusing on my schoolwork and i just    can t maybe i ll try later tonight,1
902,i'm scared to get close to people because i think they will eventually walk out of my life no matter how close we are because they always do,2
903,parents  anxiety  depression  ptsd  ocd  addictionrecovery  adhd  add   bipolar   bpd  selfhelp,0
904,to me  this shows that raising the profile of mental health has not addressed the root of the issue,1
905,"so many people in this world have trust issues because people say ""i'm here for you"" and then run away as soon as things start to fall apart",2
906,brain and mental health conditions linked to your gut via  sundayvibes,0
907,parents  anxiety  depression  ptsd  ocd  addictionrecovery  bpd  bipolar  adhd  add  selfhelp well  this is what i expected,1
908,"just because her eyes don't tear up, doesn't mean her heart doesn't cry and just because she comes off strong doesn't mean nothing is wrong.",2
909,can an ancient greek philosophy   stoicism   make you a happier and better parent  observing my mom  i m going to say yes,0
910,remember depression looks many different ways on different ppl  saying you dont look depressed is so bad  depression is real,1
911,hate getting flashbacks from things you don't want to remember; it feels like your heart suddenly drops and anxiety starts taking over ou.,2
912,we ve been here for you since you  working hard to reduce the despair caused by  anxiety,0
913,winter can be a difficult season   add in a pandemic and it is very stressful  i feel my anxiety going up everyday,1
914,when i cry about one thing i end up crying about everything that's messed up in my life.,2
915,anyone who is suffering from increased  anxiety or  healthanxiety over the last few months     i have a challenge,0
916,Running a  business can take a toll on your  mentalhealth. Read here:,1
917,it really sucks wanting to talk to someone but you really don't want to annoy anyone because they seem totally fine without you....,2
918,all you need is motivation  desire and commitment   arthritis  chronicpain  chronicillness  fibromyalgia  pain,0
919,Having a strong support system found in friends and family can be vital in working through mental health issues. We,1
920,everything is changing and i don't know where i fit anymore.,2
921,if you know who needs  strength and  renewal to get through this era  please share this practical and powerful message,0
922,"Sadly Some:  [redacted]  MentalHealth Services Are Designed For Average, Rather Than Based On What Each Person is feeling",1
923,"they say ""it will get better"" but its a lie... it doesnt get better. you just get used to it.",2
924,your  brain is wired to notice  remember the negative  you can counter the natural negativity bias,0
925,Mentalhealth is something that affects us all. Today was a bad day.,1
926,"it's painful to say goodbye to someone you don't want to let go, but more painful to ask someone to stay when you know they want to leave.",2
927,strategies for building resilience     mind  mentalhealthawareness  mindonlinecounseling  depressionhelp,0
928,Have you seen '  covid19 page of activities which increses children's anxieties?,1
929,"i hate the fact that i cry when i'm angry and that's the worst thing ever, because you're trying to act tough and mean but instead you cry.",2
930,anxiety is very tough to deal with at times  but drawing can help,0
931,"""I take a deep breath and open my eyes. Thinking is dangerous...""",1
932,"every night i convince myself tomorrow will be different, but it never is.",2
933,as a manager i feel this is one of my responsibilities to remind to myself and others how easy is to be caught up i,0
934,Pandemic fatigue? Mental health going to shit??,1
935,"you smile, but you want to cry, you talk but you just want to be quiet. and you pretend that you''re happy, but you aren't.",2
936,if i m anything but happy then i just turn to my ps  or xbox one and then i relax  xboxone,0
937,Pain lasts forever. Today was a horrible day,1
938,"i'm a paradox, neither happy or sad. i smile at pretty things ; laugh at funny things, but at night i become a mess of emotions and thoughts",2
939,when you know it s possible to change anything in your life  it is like a superpower that puts other superheroes to shame,0
940,"I sat on my sofa all year and did nothing, life sucks ",1
941,Have you ever just randomly started crying because you've been holding in all of these emotions and pretending to be happy for way too long?,2
942,online mindfulness therapy to overcome  anxiety and  depression without medications  treat the underlying cause rationally,0
943,Third of football players have  mentalhealth issues  depression  anxiety,1
944,it hurts so much when you can feel yourself becoming less and less important to the one person who truly means the most to you.,2
945,the greatest driver of anxiety is your desperate attempt to rid yourself of it  you must learn to co exist with it,0
946,There isnt a healthcare system that addresses mental health.,1
947,"""you've changed"" try going through what i've gone through and then see if you're the same. pain changes people it makes it harder to trust.",2
948,managing anxiety in motherhood  pmh  anxiety  ppa  pnd  postnatal  mum,0
949,"The human heart cannot be healed by a method, a technique, a method. Medicine for the soul has no agenda. Having  a bad day",1
950,Its sad nobody ever knows how much someone is actually hurting... Someone right next to you could be completely broken and you wouldn't know,2
951,online mindfulness therapy via skype for driving anxiety and highway phobia  most people see huge improvements after,0
952,Today's  MentalHealth Moment The pandemic: Tough on us all; tougher on women,1
953,"you're so afraid to tell people how you feel because you fear rejection, so you bury it deep inside yourself where it only destroys you more",2
954,online therapist for  anxiety and  depression  contact me via email if you would like to talk to a therapist online,0
955,No wonder I stay so  anxious sometimes! habits that make  anxiety worse:,1
956,"my problem is that i start depending on people for my happiness, and when they leave like they always do, they take my happiness with them.",2
957,feeling  anxiety   stress   diet  and  hormones could all be to blame   heatlh  podcast,0
958,It can be daunting to reveal your feelings our loud.,1
959,"how painful is it to say ""i'm fine"" to the person who's the reason you're broken.",2
960,often we disconnect from those we love when our energy is low  maybe it s time to work on yourself    beat anxiety,0
961,"With motivation low, confidence knocked and resilience being tested by the latest lockdown, wanna kill myself",1
962,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",2
963,not feeling yourself at the moment if youre experiencing low mood or  anxiety and youve been feeling this way  feel free to et in touch,0
964,Had a bad night of anxiety and looked into the link between urination and anxiety.LMAO SIKE,1
965,the worst feeling is feeling unwanted by the person you needed the most.,2
966,when the medication just works and you hit the mental sweet spot  mentalhealth  mentalillness  anxiety  depression  medication  happy,0
967,Anyone else struggling with their  mentalhealth today? Whatever I do is not good enough for people. Im tired. Need motivation,1
968,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems.",2
969,youth living with  anxiety shared with us the importance of safety and health,0
970,Welcome to your life.. Theres no turning back.. Tears For Fears  Everybody wants to rule the world How truly sad,1
971,"it really hurts when someone is not in the mood to talk to you, but when it comes to someone else, they act like the happiest person alive.",2
972,book review  good foods for anxiety our directory subscriber [redacted] nutrition  has self publised an easy read,0
973,I felt ill after reading this. Barbaric! Bad day,1
974,"the worst type of crying is at night, when everyone's asleep and you have to control it with your hand over your mouth to not make a sound.",2
975,i choose the happiness of this moment  over the pain of the past  choose your experience  motivation  ptsd,0
976,Today is not a good day.. but I've been here before..... It's so hard to explain how my  bpd makes me think/fee,1
977,it's scary that you never really know what someone is thinking or feeling towards you and everything that they say could be one massive lie.,2
978,how to stop worrying  self help tips for  anxiety relief,0
